
[00:00:00.000 --> 00:00:02.160]  你不是说要带我去上课吗
[00:00:02.160 --> 00:00:04.600]  我不是说要带你去上课
[00:00:04.600 --> 00:00:05.920]  我不是说要带你去上课
[00:00:05.920 --> 00:00:07.480]  我不是说要带你去上课
[00:00:07.480 --> 00:00:09.000]  我不是说要带你去上课
[00:00:09.000 --> 00:00:10.400]  我不是说要带你去上课
[00:00:10.400 --> 00:00:11.920]  我不是说要带你去上课
[00:00:11.920 --> 00:00:13.320]  我不是说要带你去上课
[00:00:13.320 --> 00:00:14.760]  我不是说要带你去上课
[00:00:14.760 --> 00:00:16.280]  我不是说要带你去上课
[00:00:16.280 --> 00:00:17.760]  我不是说要带你去上课
[00:00:17.760 --> 00:00:19.360]  我不是说要带你去上课
[00:00:19.360 --> 00:00:21.040]  我不是说要带你去上课
[00:00:21.040 --> 00:00:22.680]  我不是说要带你去上课
[00:00:22.680 --> 00:00:24.400]  我不是说要带你去上课
[00:00:24.400 --> 00:00:26.120]  我不是说要带你去上课
[00:00:26.120 --> 00:00:27.960]  我不是说要带你去上课
[00:00:27.960 --> 00:00:29.680]  我不是说要带你去上课
[00:00:29.680 --> 00:00:31.440]  我不是说要带你去上课
[00:00:31.440 --> 00:00:33.280]  我不是说要带你去上课
[00:00:33.280 --> 00:00:34.960]  我不是说要带你去上课
[00:00:34.960 --> 00:00:36.840]  我不是说要带你去上课
[00:00:36.840 --> 00:00:38.720]  我不是说要带你去上课
[00:00:38.720 --> 00:00:40.560]  我不是说要带你去上课
[00:00:40.560 --> 00:00:42.440]  我不是说要带你去上课
[00:00:42.440 --> 00:00:44.360]  我不是说要带你去上课
[00:00:44.360 --> 00:00:46.360]  我不是说要带你去上课
[00:00:46.360 --> 00:00:48.400]  我不是说要带你去上课
[00:00:48.400 --> 00:00:50.520]  我不是说要带你去上课
[00:00:50.520 --> 00:00:52.520]  我不是说要带你去上课
[00:00:52.520 --> 00:00:54.520]  我不是说要带你去上课
[00:00:54.520 --> 00:00:56.520]  我不是说要带你去上课
[00:00:56.520 --> 00:00:58.520]  我不是说要带你去上课
[00:00:58.520 --> 00:01:00.640]  我不是说要带你去上课
[00:01:00.640 --> 00:01:02.640]  我不是说要带你去上课
[00:01:02.640 --> 00:01:04.640]  我不是说要带你去上课
[00:01:04.640 --> 00:01:06.640]  我不是说要带你去上课
[00:01:06.640 --> 00:01:08.640]  我不是说要带你去上课
[00:01:08.640 --> 00:01:10.640]  我不是说要带你去上课
[00:01:10.640 --> 00:01:12.640]  我不是说要带你去上课
[00:01:12.640 --> 00:01:14.640]  我不是说要带你去上课
[00:01:14.640 --> 00:01:16.640]  我不是说要带你去上课
[00:01:16.640 --> 00:01:18.640]  我不是说要带你去上课
[00:01:18.640 --> 00:01:20.640]  我不是说要带你去上课
[00:01:20.640 --> 00:01:22.640]  我不是说要带你去上课
[00:01:22.640 --> 00:01:24.640]  我不是说要带你去上课
[00:01:24.640 --> 00:01:26.640]  我不是说要带你去上课
[00:01:26.640 --> 00:01:28.640]  我不是说要带你去上课
[00:01:28.640 --> 00:01:30.640]  我不是说要带你去上课
[00:01:30.640 --> 00:01:32.640]  我不是说要带你去上课
[00:01:32.640 --> 00:01:34.640]  我不是说要带你去上课
[00:01:34.640 --> 00:01:36.640]  我不是说要带你去上课
[00:01:36.640 --> 00:01:38.640]  我不是说要带你去上课
[00:01:38.640 --> 00:01:40.640]  我不是说要带你去上课
[00:01:40.640 --> 00:01:42.640]  我不是说要带你去上课
[00:01:42.640 --> 00:01:44.640]  我不是说要带你去上课
[00:01:44.640 --> 00:01:46.640]  我不是说要带你去上课
[00:01:46.640 --> 00:01:48.640]  我不是说要带你去上课
[00:01:48.640 --> 00:01:50.640]  我不是说要带你去上课
[00:01:50.640 --> 00:01:52.640]  我不是说要带你去上课
[00:01:52.640 --> 00:01:54.640]  我不是说要带你去上课
[00:01:54.640 --> 00:01:56.640]  我不是说要带你去上课
[00:01:56.640 --> 00:01:58.640]  我不是说要带你去上课
[00:01:58.640 --> 00:02:00.640]  我不是说要带你去上课
[00:02:00.640 --> 00:02:02.640]  我不是说要带你去上课
[00:02:02.640 --> 00:02:04.640]  我不是说要带你去上课
[00:02:04.640 --> 00:02:06.640]  我不是说要带你去上课
[00:02:06.640 --> 00:02:08.640]  我不是说要带你去上课
[00:02:08.640 --> 00:02:10.640]  我不是说要带你去上课
[00:02:10.640 --> 00:02:12.640]  我不是说要带你去上课
[00:02:12.640 --> 00:02:14.640]  我不是说要带你去上课
[00:02:14.640 --> 00:02:16.640]  我不是说要带你去上课
[00:02:16.640 --> 00:02:18.640]  我不是说要带你去上课
[00:02:18.640 --> 00:02:20.640]  我不是说要带你去上课
[00:02:20.640 --> 00:02:22.640]  我不是说要带你去上课
[00:02:22.640 --> 00:02:24.640]  我不是说要带你去上课
[00:02:24.640 --> 00:02:26.640]  我不是说要带你去上课
[00:02:26.640 --> 00:02:28.640]  我不是说要带你去上课
[00:02:28.640 --> 00:02:30.640]  我不是说要带你去上课
[00:02:30.640 --> 00:02:32.640]  我不是说要带你去上课
[00:02:32.640 --> 00:02:34.640]  我不是说要带你去上课
[00:02:34.640 --> 00:02:36.640]  我不是说要带你去上课
[00:02:36.640 --> 00:02:38.640]  我不是说要带你去上课
[00:02:38.640 --> 00:02:40.640]  我不是说要带你去上课
[00:02:40.640 --> 00:02:42.640]  我不是说要带你去上课
[00:02:42.640 --> 00:02:44.640]  我不是说要带你去上课
[00:02:44.640 --> 00:02:46.640]  我不是说要带你去上课
[00:02:46.640 --> 00:02:48.640]  我不是说要带你去上课
[00:02:48.640 --> 00:02:50.640]  我不是说要带你去上课
[00:02:50.640 --> 00:02:52.640]  我不是说要带你去上课
[00:02:52.640 --> 00:02:54.640]  我不是说要带你去上课
[00:02:54.640 --> 00:02:56.640]  我不是说要带你去上课
[00:02:56.640 --> 00:02:58.640]  我不是说要带你去上课
[00:02:58.640 --> 00:03:00.640]  我不是说要带你去上课
[00:03:00.640 --> 00:03:02.640]  我不是说要带你去上课
[00:03:02.640 --> 00:03:04.640]  我不是说要带你去上课
[00:03:04.640 --> 00:03:06.640]  我不是说要带你去上课
[00:03:06.640 --> 00:03:08.640]  我不是说要带你去上课
[00:03:08.640 --> 00:03:10.640]  我不是说要带你去上课
[00:03:10.640 --> 00:03:12.640]  我不是说要带你去上课
[00:03:12.640 --> 00:03:14.640]  我不是说要带你去上课
[00:03:14.640 --> 00:03:16.640]  我不是说要带你去上课
[00:03:16.640 --> 00:03:18.640]  我不是说要带你去上课
[00:03:18.640 --> 00:03:20.640]  我不是说要带你去上课
[00:03:20.640 --> 00:03:22.640]  我不是说要带你去上课
[00:03:22.640 --> 00:03:24.640]  我不是说要带你去上课
[00:03:24.640 --> 00:03:26.640]  我不是说要带你去上课
[00:03:26.640 --> 00:03:28.640]  我不是说要带你去上课
[00:03:28.640 --> 00:03:30.640]  我不是说要带你去上课
[00:03:30.640 --> 00:03:32.640]  我不是说要带你去上课
[00:03:32.640 --> 00:03:34.640]  我不是说要带你去上课
[00:03:34.640 --> 00:03:36.640]  我不是说要带你去上课
[00:03:36.640 --> 00:03:38.640]  我不是说要带你去上课
[00:03:38.640 --> 00:03:40.640]  我不是说要带你去上课
[00:03:40.640 --> 00:03:42.640]  我不是说要带你去上课
[00:03:42.640 --> 00:03:44.640]  我不是说要带你去上课
[00:03:44.640 --> 00:03:46.640]  我不是说要带你去上课
[00:03:46.640 --> 00:03:48.640]  我不是说要带你去上课
[00:03:48.640 --> 00:03:50.640]  我不是说要带你去上课
[00:03:50.640 --> 00:03:52.640]  我不是说要带你去上课
[00:03:52.640 --> 00:03:54.640]  我不是说要带你去上课
[00:03:54.640 --> 00:03:56.640]  我不是说要带你去上课
[00:03:56.640 --> 00:03:58.640]  我不是说要带你去上课
[00:03:58.640 --> 00:04:00.640]  我不是说要带你去上课
[00:04:00.640 --> 00:04:02.640]  我不是说要带你去上课
[00:04:02.640 --> 00:04:04.640]  我不是说要带你去上课
[00:04:04.640 --> 00:04:06.640]  我不是说要带你去上课
[00:04:06.640 --> 00:04:08.640]  我不是说要带你去上课
[00:04:08.640 --> 00:04:10.640]  我不是说要带你去上课
[00:04:10.640 --> 00:04:12.640]  我不是说要带你去上课
[00:04:12.640 --> 00:04:14.640]  我不是说要带你去上课
[00:04:14.640 --> 00:04:16.640]  我不是说要带你去上课
[00:04:16.640 --> 00:04:18.640]  我不是说要带你去上课
[00:04:18.640 --> 00:04:20.640]  我不是说要带你去上课
[00:04:20.640 --> 00:04:22.640]  我不是说要带你去上课
[00:04:22.640 --> 00:04:24.640]  我不是说要带你去上课
[00:04:24.640 --> 00:04:26.640]  我不是说要带你去上课
[00:04:26.640 --> 00:04:28.640]  我不是说要带你去上课
[00:04:28.640 --> 00:04:30.640]  我不是说要带你去上课
[00:04:30.640 --> 00:04:32.640]  我不是说要带你去上课
[00:04:32.640 --> 00:04:34.640]  我不是说要带你去上课
[00:04:34.640 --> 00:04:36.640]  我不是说要带你去上课
