
[00:00:00.000 --> 00:00:04.440]  鄧英姐妹,我們可以恢復查經
[00:00:04.440 --> 00:00:06.840]  已經停了三次
[00:00:06.840 --> 00:00:08.840]  我們一起來禱告
[00:00:08.840 --> 00:00:13.040]  希望能夠慢慢勾起對二師帖記
[00:00:13.040 --> 00:00:17.640]  和當時歸回歷史的背景認識
[00:00:17.640 --> 00:00:22.640]  然後進入內文去探討作者
[00:00:22.640 --> 00:00:24.080]  我們不知道是誰
[00:00:24.080 --> 00:00:28.760]  他要帶出的當時背景
[00:00:28.760 --> 00:00:32.240]  和關乎民族的遭遇
[00:00:32.240 --> 00:00:35.960]  由張力引發的轉變
[00:00:35.960 --> 00:00:38.440]  神如何去解救民族
[00:00:38.440 --> 00:00:41.120]  這本書可以肯定是講關於
[00:00:41.120 --> 00:00:43.440]  普爾節的由來
[00:00:43.440 --> 00:00:46.360]  為什麼猶太人會多受一個節期
[00:00:46.360 --> 00:00:49.120]  轉捩點在哪裡
[00:00:49.120 --> 00:00:51.120]  我們可以一起去探討
[00:00:51.120 --> 00:00:53.120]  有個簡單祈禱先
[00:00:53.120 --> 00:00:56.880]  多謝天父我們再一次恢復
[00:00:56.880 --> 00:01:00.360]  系統地一起研讀聖經
[00:01:00.360 --> 00:01:05.840]  能夠從每一章探求內容
[00:01:05.840 --> 00:01:08.240]  我們很想去尋索
[00:01:08.240 --> 00:01:10.960]  到底神在歷史裡
[00:01:10.960 --> 00:01:13.840]  如何藉著一些危機
[00:01:13.840 --> 00:01:16.160]  來施行你的拯救
[00:01:16.160 --> 00:01:19.560]  更重要的是透過猶太人這個民族
[00:01:19.560 --> 00:01:21.240]  讓我們看到
[00:01:21.240 --> 00:01:23.240]  尼塞亞降臨之前
[00:01:23.240 --> 00:01:27.640]  與神納約的選民
[00:01:27.640 --> 00:01:29.040]  神的選民
[00:01:29.040 --> 00:01:32.440]  他們是如何忠於主
[00:01:32.440 --> 00:01:35.720]  他們如何能夠在極困難的時候
[00:01:35.720 --> 00:01:39.000]  來去持守他們的信念
[00:01:39.000 --> 00:01:41.360]  他們的信仰是活潑的
[00:01:41.360 --> 00:01:43.760]  幫助我們在現在
[00:01:43.760 --> 00:01:45.760]  面對21世紀
[00:01:45.760 --> 00:01:47.760]  很多很多不同的轉變
[00:01:47.760 --> 00:01:49.760]  我們都要提防
[00:01:49.760 --> 00:01:51.760]  哪些敵人
[00:01:51.760 --> 00:01:53.760]  好像哈曼一樣
[00:01:53.760 --> 00:01:55.760]  要來抵擋我們
[00:01:55.760 --> 00:01:58.400]  要來置我們於死地
[00:01:58.400 --> 00:02:00.720]  我們需要求主讓我們能夠有
[00:02:00.720 --> 00:02:02.720]  這種肅靈的眼光
[00:02:02.720 --> 00:02:04.720]  願神帶領幫助我們
[00:02:04.720 --> 00:02:06.720]  我們一起在你面前等候禱告
[00:02:06.720 --> 00:02:08.720]  奉耶穌基督的名
[00:02:08.720 --> 00:02:10.720]  阿們
[00:02:10.720 --> 00:02:12.720]  看這本書的其中
[00:02:12.720 --> 00:02:14.720]  峰迴路轉的地方
[00:02:14.720 --> 00:02:16.720]  作者很巧妙地
[00:02:16.720 --> 00:02:18.720]  將每一件事
[00:02:18.720 --> 00:02:20.720]  鋪排給我們知道
[00:02:20.720 --> 00:02:22.720]  慢慢地
[00:02:22.720 --> 00:02:24.720]  一層一層地組織
[00:02:24.720 --> 00:02:28.080]  交疊的章歷
[00:02:28.080 --> 00:02:30.080]  要一次過
[00:02:30.080 --> 00:02:32.080]  改變
[00:02:32.080 --> 00:02:34.080]  要去到第六章
[00:02:34.080 --> 00:02:36.080]  突然之間
[00:02:36.080 --> 00:02:38.080]  告訴我們
[00:02:38.080 --> 00:02:40.080]  這位統管著
[00:02:40.080 --> 00:02:42.080]  127個省的
[00:02:42.080 --> 00:02:44.080]  阿黑徐老王
[00:02:44.080 --> 00:02:46.080]  當時是一個波斯很強大的國度
[00:02:46.080 --> 00:02:48.080]  不是一個墮落到
[00:02:48.080 --> 00:02:50.080]  差不多要亡國的
[00:02:50.080 --> 00:02:52.080]  一個皇朝
[00:02:52.080 --> 00:02:54.080]  突然提到
[00:02:54.080 --> 00:02:56.080]  他一直
[00:02:56.080 --> 00:02:58.080]  很有氣勢
[00:02:58.080 --> 00:03:00.080]  很有魄力
[00:03:00.080 --> 00:03:02.080]  但突然之間
[00:03:02.080 --> 00:03:04.080]  第六章第一節就說
[00:03:04.080 --> 00:03:06.080]  那一晚皇帝睡不著
[00:03:06.080 --> 00:03:08.080]  沒什麼可以做
[00:03:08.080 --> 00:03:10.080]  就叫大臣
[00:03:10.080 --> 00:03:12.080]  將一些歷史
[00:03:12.080 --> 00:03:14.080]  讀給他聽
[00:03:14.080 --> 00:03:16.080]  希望讀到下午晚睡
[00:03:16.080 --> 00:03:18.080]  突然讀到一段
[00:03:18.080 --> 00:03:20.080]  第二章我們會說的經文
[00:03:20.080 --> 00:03:22.080]  所以由這裡開始
[00:03:22.080 --> 00:03:24.080]  是整個《以司帖記》的轉變
[00:03:24.080 --> 00:03:26.080]  但是去到第二
[00:03:26.080 --> 00:03:28.080]  第三章
[00:03:28.080 --> 00:03:30.080]  就是哈曼和
[00:03:30.080 --> 00:03:32.080]  這個末底改
[00:03:32.080 --> 00:03:34.080]  那個結怨
[00:03:34.080 --> 00:03:36.080]  大家同朝為臣
[00:03:36.080 --> 00:03:38.080]  但因為哈曼被抬舉
[00:03:38.080 --> 00:03:40.080]  這個末底改
[00:03:40.080 --> 00:03:42.080]  就不向他跪拜
[00:03:42.080 --> 00:03:44.080]  招惹了
[00:03:44.080 --> 00:03:46.080]  哈曼的怒氣
[00:03:46.080 --> 00:03:48.080]  你可以想像到
[00:03:48.080 --> 00:03:50.080]  當時得令到一個地步
[00:03:50.080 --> 00:03:52.080]  就是
[00:03:52.080 --> 00:03:54.080]  我殺你一個末底改
[00:03:54.080 --> 00:03:56.080]  我都覺得是少
[00:03:56.080 --> 00:03:58.080]  我要將你
[00:03:58.080 --> 00:04:00.080]  和你的民族
[00:04:00.080 --> 00:04:02.080]  都要借助皇的勢力
[00:04:02.080 --> 00:04:04.080]  來徹底瓦解
[00:04:04.080 --> 00:04:06.080]  希望求皇
[00:04:06.080 --> 00:04:08.080]  立一個法令
[00:04:08.080 --> 00:04:10.080]  讓這個民族
[00:04:10.080 --> 00:04:12.080]  猶太民族
[00:04:12.080 --> 00:04:14.080]  要消失
[00:04:14.080 --> 00:04:16.080]  在波斯帝國
[00:04:16.080 --> 00:04:18.080]  所以你可以說
[00:04:18.080 --> 00:04:20.080]  他的仇恨
[00:04:20.080 --> 00:04:22.080]  其實由他自己內心的
[00:04:22.080 --> 00:04:24.080]  自卑感
[00:04:24.080 --> 00:04:26.080]  作祟而導致
[00:04:26.080 --> 00:04:28.080]  整個民族
[00:04:28.080 --> 00:04:30.080]  要被毀滅
[00:04:30.080 --> 00:04:32.080]  可想而知
[00:04:32.080 --> 00:04:34.080]  那個情況都沒有立刻化解
[00:04:34.080 --> 00:04:36.080]  一直要等待
[00:04:36.080 --> 00:04:38.080]  這個末底改
[00:04:38.080 --> 00:04:40.080]  就發現
[00:04:40.080 --> 00:04:42.080]  事情越來越嚴重
[00:04:42.080 --> 00:04:44.080]  他就要冒險
[00:04:44.080 --> 00:04:46.080]  去找他的養女
[00:04:46.080 --> 00:04:48.080]  其實後來
[00:04:48.080 --> 00:04:50.080]  就是他叔叔
[00:04:50.080 --> 00:04:52.080]  他是義斯帖的叔叔
[00:04:52.080 --> 00:04:54.080]  來希望解救
[00:04:54.080 --> 00:04:56.080]  然後就說
[00:04:56.080 --> 00:04:58.080]  宮廷的禮儀
[00:04:58.080 --> 00:05:00.080]  那些手續
[00:05:00.080 --> 00:05:02.080]  一直拖
[00:05:02.080 --> 00:05:04.080]  拖了很久
[00:05:04.080 --> 00:05:06.080]  拖到根本上
[00:05:06.080 --> 00:05:08.080]  都不知道怎麼辦
[00:05:08.080 --> 00:05:10.080]  唯有等神蹟
[00:05:10.080 --> 00:05:12.080]  那個神蹟居然
[00:05:12.080 --> 00:05:14.080]  是一個皇帝睡不著
[00:05:14.080 --> 00:05:16.080]  而改變了整個局面
[00:05:16.080 --> 00:05:18.080]  你就可以想像到
[00:05:18.080 --> 00:05:20.080]  這本書的
[00:05:20.080 --> 00:05:22.080]  峰迴路轉都是作者
[00:05:22.080 --> 00:05:24.080]  一定是猶太人
[00:05:24.080 --> 00:05:26.080]  一定是拉比
[00:05:26.080 --> 00:05:28.080]  一定是他們對這件事
[00:05:28.080 --> 00:05:30.080]  在他們猶太人的
[00:05:30.080 --> 00:05:32.080]  角度去寫
[00:05:32.080 --> 00:05:34.080]  所以他就
[00:05:34.080 --> 00:05:36.080]  現在一直在營造
