
[00:00:00.000 --> 00:00:06.000]  今天看這段經文是大家可能少看的經文
[00:00:06.000 --> 00:00:09.000]  我們想起詩篇 想起一些讚美的詩篇
[00:00:09.000 --> 00:00:15.000]  我們很多時候用詩篇成為了我們的詩歌的一些內容
[00:00:15.000 --> 00:00:21.000]  但是這首詩篇我們卻很少用成為我們唱的主人的詩歌
[00:00:21.000 --> 00:00:23.000]  可能有多方面的原因
[00:00:23.000 --> 00:00:26.000]  但是我們今天會處理三個問題
[00:00:26.000 --> 00:00:29.000]  是和這首詩篇有關係
[00:00:29.000 --> 00:00:33.000]  第一個問題我們揭開到詩篇137篇
[00:00:33.000 --> 00:00:38.000]  中間有個特別的字眼叫石安的歌
[00:00:38.000 --> 00:00:41.000]  137篇第三節
[00:00:41.000 --> 00:00:44.000]  在那裡有人要我們唱石安的歌
[00:00:44.000 --> 00:00:47.000]  接著他在外國人的會中
[00:00:47.000 --> 00:00:49.000]  我們怎麼能夠唱這些詩歌
[00:00:49.000 --> 00:00:52.000]  什麼叫做石安的歌
[00:00:52.000 --> 00:00:57.000]  為什麼作者說以色列人不能夠唱石安的歌
[00:00:57.000 --> 00:00:59.000]  這是第一個問題
[00:00:59.000 --> 00:01:00.000]  第二個問題
[00:01:00.000 --> 00:01:02.000]  第二個問題是去到闊一點
[00:01:02.000 --> 00:01:06.000]  這首詩篇的處境是怎樣
[00:01:06.000 --> 00:01:09.000]  詩人的心態是怎樣
[00:01:09.000 --> 00:01:12.000]  是不是留著淚去寫
[00:01:12.000 --> 00:01:15.000]  還是有其他不同的處境
[00:01:15.000 --> 00:01:17.000]  如果你明白處境的時候
[00:01:17.000 --> 00:01:19.000]  解釋這首詩歌就容易很多
[00:01:19.000 --> 00:01:22.000]  應用都可能會比較簡單
[00:01:22.000 --> 00:01:26.000]  第三個問題可能是最明顯的問題
[00:01:26.000 --> 00:01:28.000]  也是我們不能夠
[00:01:28.000 --> 00:01:31.000]  或者不想用這首詩歌的原因
[00:01:31.000 --> 00:01:34.000]  就是最後那兩節的聖經
[00:01:34.000 --> 00:01:37.000]  最後那兩節這樣去講第八、第九節
[00:01:37.000 --> 00:01:40.000]  將要被滅的巴比倫
[00:01:40.000 --> 00:01:46.000]  巴比倫成阿報復你將你代我門
[00:01:46.000 --> 00:01:48.000]  那人便為有福
[00:01:48.000 --> 00:01:51.000]  不單止講報復的問題
[00:01:51.000 --> 00:01:53.000]  跟著那句
[00:01:53.000 --> 00:01:57.000]  那裡的鷹鞋 縮在盤石上的
[00:01:57.000 --> 00:01:59.000]  那人便為有福
[00:01:59.000 --> 00:02:03.000]  我們很少會講這些話
[00:02:03.000 --> 00:02:04.000]  你有沒有想過
[00:02:04.000 --> 00:02:07.000]  如果我們的目者被記者訪問的時候
[00:02:07.000 --> 00:02:09.000]  講到這些話
[00:02:09.000 --> 00:02:11.000]  說我們有仇人
[00:02:11.000 --> 00:02:15.000]  願仇人的鷹鞋縮在石頭上
[00:02:15.000 --> 00:02:17.000]  那就有福了
[00:02:17.000 --> 00:02:21.000]  你幻想一下傳媒對這個事情的報導
[00:02:21.000 --> 00:02:23.000]  我們今天不會這樣講
[00:02:23.000 --> 00:02:25.000]  我們更加不會作詩歌
[00:02:25.000 --> 00:02:27.000]  去這樣唱出來
[00:02:27.000 --> 00:02:28.000]  我們便問
[00:02:28.000 --> 00:02:30.000]  這篇詩篇為甚麼
[00:02:30.000 --> 00:02:32.000]  詩人要這樣講
[00:02:32.000 --> 00:02:34.000]  詩篇很多時候我們都用得著
[00:02:34.000 --> 00:02:36.000]  有讚美、有認罪等等
[00:02:36.000 --> 00:02:40.000]  但這篇用的時候我們覺得困難
[00:02:40.000 --> 00:02:43.000]  這篇詩篇應該是怎樣去用
[00:02:43.000 --> 00:02:45.000]  首先我們交代第一個問題
[00:02:45.000 --> 00:02:48.000]  第一個問題就是石安的歌的問題
[00:02:48.000 --> 00:02:54.000]  為甚麼作者被人挑戰要唱這首詩歌的時候
[00:02:54.000 --> 00:02:56.000]  不肯唱
[00:02:56.000 --> 00:02:59.000]  甚麼叫做石安的歌
[00:02:59.000 --> 00:03:01.000]  如果你明白的時候
[00:03:01.000 --> 00:03:04.000]  大概明白多一點這首詩篇的背景
[00:03:04.000 --> 00:03:06.000]  我們看的時候
[00:03:06.000 --> 00:03:08.000]  不如看一篇真的叫做石安的歌
[00:03:08.000 --> 00:03:11.000]  我們看詩篇裡面有幾首都是這樣的
[00:03:11.000 --> 00:03:13.000]  我們只看一首詩篇
[00:03:13.000 --> 00:03:15.000]  詩篇我們看到是第48篇
[00:03:15.000 --> 00:03:18.000]  詩篇第48篇
[00:03:18.000 --> 00:03:21.000]  給我們一個例子
[00:03:21.000 --> 00:03:23.000]  甚麼叫做石安的歌
[00:03:23.000 --> 00:03:25.000]  如果你熟悉聖經的時候
[00:03:25.000 --> 00:03:29.000]  知道石安的意思就是耶路撒冷所站的城市
[00:03:29.000 --> 00:03:32.000]  所以可以是耶路撒冷城
[00:03:32.000 --> 00:03:35.000]  所以石安之歌是跟耶路撒冷有關係
[00:03:35.000 --> 00:03:37.000]  我們看第48篇我們便明白
[00:03:37.000 --> 00:03:40.000]  48篇和合的標題說
[00:03:40.000 --> 00:03:42.000]  這是石安神的城
[00:03:42.000 --> 00:03:46.000]  整篇詩篇以石安為中心
[00:03:46.000 --> 00:03:48.000]  《夜華本維大》第一節
[00:03:48.000 --> 00:03:51.000]  在我們神的城中
[00:03:51.000 --> 00:03:55.000]  在他的聖山上該受大讚美
[00:03:55.000 --> 00:03:57.000]  石安山大君王的城
[00:03:57.000 --> 00:03:59.000]  在北面居高華美
[00:03:59.000 --> 00:04:01.000]  為全地所喜悅
[00:04:01.000 --> 00:04:04.000]  神在其宮中自顯為避難所
[00:04:04.000 --> 00:04:06.000]  叛下縱王會合
[00:04:06.000 --> 00:04:09.000]  一同經過他們見了這城
[00:04:09.000 --> 00:04:13.000]  就經其喪膽急往逃跑
[00:04:13.000 --> 00:04:15.000]  這首詩篇寫的時候
[00:04:15.000 --> 00:04:17.000]  相信是以色列人還是
[00:04:17.000 --> 00:04:21.000]  繁榮安定的時候寫的
[00:04:21.000 --> 00:04:24.000]  我們想起主持一千年左右
[00:04:24.000 --> 00:04:26.000]  大衛和索羅門
[00:04:26.000 --> 00:04:29.000]  這個叫做United Monarchy
[00:04:29.000 --> 00:04:31.000]  聯合的王國
[00:04:31.000 --> 00:04:33.000]  以色列人當中在歷史裡面
[00:04:33.000 --> 00:04:35.000]  其實只有幾十年
[00:04:35.000 --> 00:04:38.000]  有平安聯合的王國
[00:04:38.000 --> 00:04:40.000]  就是大衛和索羅門的時期
[00:04:40.000 --> 00:04:42.000]  在那個時期
[00:04:42.000 --> 00:04:44.000]  以耶路撒冷為首都
[00:04:44.000 --> 00:04:46.000]  最興盛的時候
[00:04:46.000 --> 00:04:48.000]  其他的皇帝經過耶路撒冷
[00:04:48.000 --> 00:04:51.000]  經過石安就要敬拜
[00:04:51.000 --> 00:04:56.000]  當中敬畏當中所居住的夜華
[00:04:56.000 --> 00:05:00.000]  石安城在索羅門時期
[00:05:00.000 --> 00:05:02.000]  見聖殿
[00:05:02.000 --> 00:05:05.000]  神的功在其中
[00:05:05.000 --> 00:05:09.000]  神的榮耀在石安得到彰顯
[00:05:09.000 --> 00:05:13.000]  這是主持大概一千年的時間
[00:05:13.000 --> 00:05:16.000]  去到主持586年
[00:05:16.000 --> 00:05:18.000]  巴比倫帝國
[00:05:18.000 --> 00:05:21.000]  他攻陷了尤大南國
[00:05:21.000 --> 00:05:23.000]  耶路撒冷被毀
[00:05:23.000 --> 00:05:25.000]  聖殿被滅
[00:05:25.000 --> 00:05:27.000]  在那個時候
[00:05:27.000 --> 00:05:31.000]  有哪裏可能再唱石安的歌
[00:05:31.000 --> 00:05:36.000]  詩篇137篇和48篇的分別就是這樣
[00:05:36.000 --> 00:05:39.000]  137篇是比較後期寫成
[00:05:39.000 --> 00:05:43.000]  耶路撒冷城已經被毀
[00:05:43.000 --> 00:05:46.000]  被毀的時候還能不能夠唱這首詩歌
[00:05:46.000 --> 00:05:48.000]  甚至是被外國人逼的時候
[00:05:48.000 --> 00:05:53.000]  唱這首詩歌嘲笑猶太人的遭遇
[00:05:53.000 --> 00:05:58.000]  猶太人說我們不能夠唱這首詩歌
[00:05:58.000 --> 00:06:01.000]  有這樣的背景我們能夠明白多一點
[00:06:01.000 --> 00:06:04.000]  不單是石安的歌的字眼
[00:06:04.000 --> 00:06:09.000]  也能夠明白這首詩歌背後的歷史
[00:06:09.000 --> 00:06:11.000]  但說到背景的時候
[00:06:11.000 --> 00:06:13.000]  就可以回答第二個問題
[00:06:13.000 --> 00:06:18.000]  詩人心情是怎樣
[00:06:18.000 --> 00:06:20.000]  說過耶路撒冷被毀
[00:06:20.000 --> 00:06:24.000]  詩人是不是流著眼淚寫這篇詩篇
[00:06:24.000 --> 00:06:27.000]  我相信不是
[00:06:27.000 --> 00:06:30.000]  我們要明白這篇詩篇的時候
[00:06:30.000 --> 00:06:34.000]  第一節三個不同的字眼
[00:06:34.000 --> 00:06:36.000]  我們看第一節
[00:06:36.000 --> 00:06:38.000]  第一節好像很簡單
[00:06:38.000 --> 00:06:39.000]  137篇
[00:06:39.000 --> 00:06:41.000]  但有幾個字眼我們需要解釋
[00:06:41.000 --> 00:06:46.000]  我們曾在巴比倫的河邊座下
[00:06:46.000 --> 00:06:50.000]  三個字眼就是曾和河邊座下
[00:06:50.000 --> 00:06:54.000]  首先曾是講過去一些事情
[00:06:54.000 --> 00:06:56.000]  但重要的是跟著兩個字眼
[00:06:56.000 --> 00:06:58.000]  河邊和座下
[00:06:58.000 --> 00:06:59.000]  我們經常幻想
[00:06:59.000 --> 00:07:00.000]  因為之後講到柳樹
[00:07:00.000 --> 00:07:01.000]  我們經常幻想
[00:07:01.000 --> 00:07:03.000]  詩人很浪漫
[00:07:03.000 --> 00:07:06.000]  柳樹某條河邊
[00:07:06.000 --> 00:07:08.000]  然後哭上耶路撒冷
[00:07:08.000 --> 00:07:10.000]  這樣講其實沒有錯
[00:07:10.000 --> 00:07:13.000]  但作者的心情是怎樣
[00:07:13.000 --> 00:07:16.000]  他的處境是怎樣
[00:07:16.000 --> 00:07:19.000]  是不是耶路撒冷剛剛被毀
[00:07:19.000 --> 00:07:22.000]  然後他坐著就哭
[00:07:22.000 --> 00:07:24.000]  學者告訴他其實不是這樣
[00:07:24.000 --> 00:07:26.000]  是經文的文化
[00:07:26.000 --> 00:07:28.000]  特別是最後兩節我會解釋
[00:07:28.000 --> 00:07:30.000]  是講其實已經過去了
[00:07:30.000 --> 00:07:35.000]  耶路撒冷被毀已經一段時期過去了
[00:07:35.000 --> 00:07:39.000]  甚至可以說巴比倫毀滅耶路撒冷
[00:07:39.000 --> 00:07:42.000]  巴比倫可能已經被神毀滅了
[00:07:42.000 --> 00:07:44.000]  在寫詩篇的時候
[00:07:44.000 --> 00:07:46.000]  所以我們假設
[00:07:46.000 --> 00:07:50.000]  耶路撒冷被毀是主前586年
[00:07:50.000 --> 00:07:54.000]  巴比倫被毀是主前大概538年
[00:07:54.000 --> 00:07:56.000]  中間有50年
[00:07:56.000 --> 00:07:58.000]  所以這首詩寫成的時候
[00:07:58.000 --> 00:08:00.000]  不是耶路撒冷剛剛倒塌的
[00:08:00.000 --> 00:08:02.000]  這首詩寫成的時候
[00:08:02.000 --> 00:08:05.000]  可能耶路撒冷倒塌了大概有幾十年
[00:08:05.000 --> 00:08:09.000]  解釋之前我先多看兩個字眼
[00:08:09.000 --> 00:08:11.000]  河邊和座下
[00:08:11.000 --> 00:08:14.000]  為什麼提議巴比倫附近的河邊
[00:08:14.000 --> 00:08:18.000]  河邊這個字在原文甚至英文是福數詞
[00:08:18.000 --> 00:08:20.000]  不是一條河
[00:08:20.000 --> 00:08:23.000]  私人坐在這裡很浪漫地寫這首詩歌
[00:08:23.000 --> 00:08:27.000]  他說我曾經在很多河的地方
[00:08:27.000 --> 00:08:31.000]  Rivers 英文是福數詞
[00:08:31.000 --> 00:08:33.000]  那你說為什麼提起河呢
[00:08:33.000 --> 00:08:35.000]  要解釋下一個字了
[00:08:35.000 --> 00:08:36.000]  座下
[00:08:36.000 --> 00:08:38.000]  座下的意思不是坐在這裡寫詩的意思
[00:08:38.000 --> 00:08:42.000]  座下當時的說話是代表住落的意思
[00:08:42.000 --> 00:08:43.000]  如果這樣解釋
[00:08:43.000 --> 00:08:44.000]  作詩就說
[00:08:44.000 --> 00:08:46.000]  他說我曾經想起
[00:08:46.000 --> 00:08:49.000]  我在巴比倫很多河的地方
