
[00:00:00.000 --> 00:00:04.000]  好,謝謝敬拜隊,很感動的敬拜
[00:00:04.000 --> 00:00:08.000]  開始之前,我們有一個祈禱,好嗎?
[00:00:08.000 --> 00:00:14.000]  參賽者,我們感謝你,今天我們可以一起崇拜,一起敬拜
[00:00:14.000 --> 00:00:18.000]  主啊,請你祝福我們以下的時間
[00:00:18.000 --> 00:00:22.000]  就好像剛剛其中一首歌的歌詞裡面說
[00:00:22.000 --> 00:00:26.000]  Whatever your will is, come and do it here
[00:00:26.000 --> 00:00:31.000]  主啊,祝福我們以下的時間,幫助我們可以大大地經歷到你
[00:00:31.000 --> 00:00:33.000]  逢耶穌基督得勝的命球
[00:00:33.000 --> 00:00:38.000]  阿門,近來我和幾位朋友聊天
[00:00:38.000 --> 00:00:41.000]  剛好也聊到一個相同的話題
[00:00:41.000 --> 00:00:46.000]  我們討論什麼是好人,好人的定義是什麼
[00:00:46.000 --> 00:00:49.000]  我就和我的朋友分享,我說
[00:00:49.000 --> 00:00:52.000]  我小時候,我覺得好人的定義就是
[00:00:52.000 --> 00:00:56.000]  人家對我好,讓我feel good
[00:00:56.000 --> 00:00:59.000]  我就會覺得那個人是好人
[00:00:59.000 --> 00:01:01.000]  但當我長大之後
[00:01:01.000 --> 00:01:05.000]  我慢慢對於好人的定義開始改變了
[00:01:05.000 --> 00:01:10.000]  長大的時候,慢慢開始看到更多東西之後
[00:01:10.000 --> 00:01:12.000]  我發現到一件事
[00:01:12.000 --> 00:01:17.000]  好人所做的事情不一定用你feel good
[00:01:17.000 --> 00:01:21.000]  可能會用你feel hurt,讓你受傷
[00:01:21.000 --> 00:01:24.000]  之後你才會明白他的好
[00:01:24.000 --> 00:01:30.000]  慢慢明白到原來他所做的事情背後有一個美意
[00:01:30.000 --> 00:01:34.000]  對於好人的定義,隨著年齡的增長
[00:01:34.000 --> 00:01:36.000]  我的定義也慢慢開始改變
[00:01:36.000 --> 00:01:39.000]  feel good不是唯一一個標準
[00:01:39.000 --> 00:01:42.000]  大兄姐妹,我想問你
[00:01:42.000 --> 00:01:45.000]  你對於好人的定義是什麼
[00:01:45.000 --> 00:01:47.000]  或者再廣闊一點的問
[00:01:47.000 --> 00:01:51.000]  如果feel good是我們唯一的衡量標準的話
[00:01:51.000 --> 00:01:55.000]  是不是我們心中的感受會影響到
[00:01:55.000 --> 00:01:58.000]  我們對於這個世界的價值評判呢
[00:01:58.000 --> 00:02:01.000]  如果是的話
[00:02:01.000 --> 00:02:06.000]  你的生命將會有越來越多的挑戰
[00:02:06.000 --> 00:02:09.000]  除了基督教的信仰
[00:02:09.000 --> 00:02:13.000]  這個很專注在悔改這個信仰
[00:02:13.000 --> 00:02:17.000]  你會越來越疏離,不想再接觸這個信仰
[00:02:17.000 --> 00:02:22.000]  對於整個大環境你都會慢慢覺得被孤立
[00:02:22.000 --> 00:02:25.000]  因為你不斷地focus在自己的心裏
[00:02:25.000 --> 00:02:29.000]  在2020年那一年
[00:02:29.000 --> 00:02:32.000]  在香港的公開大學
[00:02:32.000 --> 00:02:34.000]  有一個討論會
[00:02:34.000 --> 00:02:37.000]  他們談及教育和社會的關係
[00:02:37.000 --> 00:02:43.000]  東日的港元用了一本書,叫做《青少年修養》
[00:02:43.000 --> 00:02:45.000]  其中一個段落
[00:02:45.000 --> 00:02:49.000]  他提到集體主義的思想
[00:02:49.000 --> 00:02:52.000]  讀完這篇文章之後
[00:02:52.000 --> 00:02:57.000]  我發現原來我的思想其實比較偏向個人主義
[00:02:57.000 --> 00:02:59.000]  不是集體主義
[00:02:59.000 --> 00:03:01.000]  我看完這篇文章之後
[00:03:01.000 --> 00:03:03.000]  我就有很多的反思
[00:03:03.000 --> 00:03:05.000]  這篇文章裏面提到
[00:03:05.000 --> 00:03:11.000]  集體主義是一個正確處理個人與集體關係的唯一正確原則
[00:03:11.000 --> 00:03:16.000]  集體主義原則是要求我們把集體利益放在第一位
[00:03:16.000 --> 00:03:19.000]  個人利益放在第二位
[00:03:19.000 --> 00:03:23.000]  當個人利益和集體利益發生矛盾的時候
[00:03:23.000 --> 00:03:25.000]  應當付出集體利益
[00:03:25.000 --> 00:03:29.000]  必要的時候可以犧牲自己的個人利益
[00:03:29.000 --> 00:03:33.000]  甚至乎自己的生命去維護集體利益
[00:03:33.000 --> 00:03:35.000]  我反思
[00:03:35.000 --> 00:03:40.000]  如果我只是用feel good這種唯一衡量標準的話去看世界
[00:03:40.000 --> 00:03:45.000]  當集體主義和我個人的利益有碰撞和矛盾的時候
[00:03:45.000 --> 00:03:47.000]  我要怎樣處理呢?
[00:03:47.000 --> 00:03:48.000]  不斷想
[00:03:48.000 --> 00:03:51.000]  再更加深一層去討論
[00:03:51.000 --> 00:03:54.000]  如果我是弱勢的那一方
[00:03:54.000 --> 00:03:58.000]  用不上集體主義裏面的群體
[00:03:58.000 --> 00:04:00.000]  我會怎樣回應呢?
[00:04:00.000 --> 00:04:03.000]  我是去打或者去跑呢?
[00:04:03.000 --> 00:04:07.000]  我打贏他們就聽我這樣他們就容若我
[00:04:07.000 --> 00:04:12.000]  我要打或者逃跑去嘗試其他的方法呢?
[00:04:12.000 --> 00:04:13.000]  有沒有其他的方法
[00:04:13.000 --> 00:04:16.000]  當我個人利益和集體利益有衝突的時候
[00:04:16.000 --> 00:04:20.000]  我是要用什麼方法去回應呢?
[00:04:20.000 --> 00:04:25.000]  今天我們經文要探討一個較弱的先知
[00:04:25.000 --> 00:04:26.000]  我們去探討
[00:04:26.000 --> 00:04:33.000]  他在一個結尖的群境下怎樣去做一個衝突的處理
[00:04:33.000 --> 00:04:35.000]  當他feel bad的時候
[00:04:35.000 --> 00:04:41.000]  上大幫助他看見另外一個處理衝突的方法
[00:04:41.000 --> 00:04:46.000]  這個方法就是回到神的面前去學習連晚
[00:04:46.000 --> 00:04:50.000]  這個都是我今天講到的目標
[00:04:50.000 --> 00:04:55.000]  今天我講到的主題是眾人期盼的福音
[00:04:55.000 --> 00:04:57.000]  我有三個point
[00:04:57.000 --> 00:05:01.000]  希望大家經過這三個point的時候
[00:05:01.000 --> 00:05:05.000]  可以幫助大家和我自己去學習
[00:05:05.000 --> 00:05:08.000]  當有衝突發生的時候
[00:05:08.000 --> 00:05:13.000]  我們可以學習用上大的愛和連晚去愛人
[00:05:13.000 --> 00:05:16.000]  我們今天的經文是潤拿書的第一章
[00:05:16.000 --> 00:05:19.000]  想請大家幫我一起讀這篇經文好不好?
[00:05:19.000 --> 00:05:21.000]  一二三請
[00:05:21.000 --> 00:05:25.000]  (聽不懂)
[00:05:25.300 --> 00:05:29.580]  (不同聲線中)
[00:05:29.580 --> 00:05:33.580]  (不同聲線中)
[00:05:33.580 --> 00:05:37.580]  (不同聲線中)
[00:05:37.580 --> 00:05:41.580]  (不同聲線中)
[00:05:41.580 --> 00:05:45.580]  (不同聲線中)
[00:05:46.080 --> 00:05:50.080]  (不同聲線中)
[00:05:50.080 --> 00:05:54.080]  (不同聲線中)
[00:05:54.080 --> 00:05:58.080]  (不同聲線中)
[00:05:59.080 --> 00:06:03.080]  (不同聲線中)
[00:06:03.080 --> 00:06:07.080]  (不同聲線中)
[00:06:07.080 --> 00:06:11.080]  (不同聲線中)
[00:06:11.080 --> 00:06:15.080]  (不同聲線中)
[00:06:16.080 --> 00:06:20.080]  (不同聲線中)
[00:06:20.080 --> 00:06:25.080]  (不同聲線中)
[00:06:25.080 --> 00:06:30.080]  (不同聲線中)
[00:06:30.080 --> 00:06:35.080]  (不同聲線中)
[00:06:35.080 --> 00:06:40.080]  (不同聲線中)
[00:06:41.080 --> 00:06:45.080]  (不同聲線中)
[00:06:45.080 --> 00:06:50.080]  (不同聲線中)
[00:06:50.080 --> 00:06:55.080]  (不同聲線中)
[00:06:55.080 --> 00:07:00.080]  (不同聲線中)
[00:07:00.080 --> 00:07:05.080]  (不同聲線中)
[00:07:05.080 --> 00:07:10.080]  (不同聲線中)
[00:07:10.080 --> 00:07:14.080]  (不同聲線中)
[00:07:14.080 --> 00:07:19.080]  (不同聲線中)
[00:07:19.080 --> 00:07:24.080]  (不同聲線中)
[00:07:24.080 --> 00:07:29.080]  (不同聲線中)
[00:07:29.080 --> 00:07:34.080]  (不同聲線中)
[00:07:34.080 --> 00:07:39.080]  (不同聲線中)
[00:07:39.080 --> 00:07:43.080]  (不同聲線中)
[00:07:43.080 --> 00:07:48.080]  (不同聲線中)
[00:07:48.080 --> 00:07:53.080]  (不同聲線中)
[00:07:53.080 --> 00:07:58.080]  (不同聲線中)
[00:07:58.080 --> 00:08:03.080]  (不同聲線中)
[00:08:03.080 --> 00:08:08.080]  (不同聲線中)
[00:08:08.080 --> 00:08:12.080]  (不同聲線中)
[00:08:12.080 --> 00:08:15.080]  謝謝大家辛苦了
[00:08:15.080 --> 00:08:17.080]  這個是今天的經文
[00:08:17.080 --> 00:08:20.080]  是《玉南書》第一章的第一節講道
[00:08:20.080 --> 00:08:23.080]  《聖的話臨到亞米提的兒子》
[00:08:23.080 --> 00:08:25.080]  除了這節經文之外
[00:08:25.080 --> 00:08:27.080]  整本書沒有講太多
[00:08:27.080 --> 00:08:29.080]  玉南是哪一位
[00:08:29.080 --> 00:08:32.080]  他的背景是什麼沒有講太多
[00:08:32.080 --> 00:08:34.080]  所以要明白玉南的背景
[00:08:34.080 --> 00:08:36.080]  我們需要再看多一篇經文
[00:08:36.080 --> 00:08:39.080]  《聖話臨到亞米提的兒子》第14章
[00:08:39.080 --> 00:08:41.080]  請大家幫我讀一次
[00:08:41.080 --> 00:08:44.080]  1 2 3 起
[00:08:44.080 --> 00:08:47.080]  (同學們在學生們的面前)
[00:08:47.080 --> 00:08:50.080]  (學生們在學生們的面前)
[00:08:50.080 --> 00:08:53.080]  (學生們在學生們的面前)
[00:08:53.080 --> 00:08:56.080]  (學生們在學生們的面前)
[00:08:56.080 --> 00:08:59.080]  (學生們在學生們的面前)
[00:08:59.080 --> 00:09:02.080]  (學生們在學生們的面前)
[00:09:02.080 --> 00:09:05.080]  (學生們在學生們的面前)
[00:09:05.080 --> 00:09:08.080]  (學生們在學生們的面前)
[00:09:08.080 --> 00:09:11.080]  (學生們在學生們的面前)
[00:09:11.080 --> 00:09:14.080]  (學生們在學生們的面前)
[00:09:14.080 --> 00:09:17.080]  (學生們在學生們的面前)
[00:09:17.080 --> 00:09:20.080]  (學生們在學生們的面前)
[00:09:20.080 --> 00:09:23.080]  (學生們在學生們的面前)
[00:09:23.080 --> 00:09:26.080]  透過這篇經文我們可以知道
[00:09:26.080 --> 00:09:28.080]  玉南與以色列王耶路波安
[00:09:28.080 --> 00:09:30.080]  他們的關係很密切
[00:09:30.080 --> 00:09:33.080]  透過這篇經文我們都可以知道
[00:09:33.080 --> 00:09:36.080]  玉南先知他出現在歷史裏的時間
[00:09:36.080 --> 00:09:40.080]  大概在主前的780到753年
[00:09:40.080 --> 00:09:42.080]  在這個時段中間
[00:09:42.080 --> 00:09:45.080]  在那個時段中間
[00:09:45.080 --> 00:09:48.080]  東時侯由一個帝國慢慢強大
[00:09:48.080 --> 00:09:50.080]  就是亞洲人的帝國
[00:09:50.080 --> 00:09:53.080]  他們的首都就是尼尼維成
[00:09:53.080 --> 00:09:58.080]  這個帝國興起靠自己的力量
[00:09:58.080 --> 00:10:00.080]  自己的關係擴張
[00:10:00.080 --> 00:10:03.080]  他們以殘暴出了名
[00:10:03.080 --> 00:10:06.080]  對於反抗他們政權的人
[00:10:06.080 --> 00:10:09.080]  他們就靠武力去打贏
[00:10:09.080 --> 00:10:11.080]  他們就會聽話
[00:10:11.080 --> 00:10:16.080]  當成功控制到他們要打贏的地區之後
[00:10:16.080 --> 00:10:19.080]  他們就會施行兩種政策
[00:10:19.080 --> 00:10:21.080]  哪兩個呢
[00:10:21.080 --> 00:10:23.080]  第一個就是同化的政策
[00:10:23.080 --> 00:10:28.080]  第二個就是強迫你遷移的政策
[00:10:28.080 --> 00:10:30.080]  同化政策是什麼呢
[00:10:30.080 --> 00:10:32.080]  同化政策就是這樣
[00:10:32.080 --> 00:10:36.080]  當地區的人輸了之後
[00:10:36.080 --> 00:10:42.080]  當地區的人就變成亞洲帝國之下的群體
[00:10:42.080 --> 00:10:47.080]  當地區的人可以成立自己的特別行政區
[00:10:47.080 --> 00:10:49.080]  可以有自己低程度的自治
[00:10:49.080 --> 00:10:53.080]  但他們必須要聽亞洲帝國的命令
[00:10:53.080 --> 00:10:55.080]  在教育的方面
[00:10:55.080 --> 00:10:58.080]  他們必須要學習亞洲帝國的思想
[00:10:58.080 --> 00:11:00.080]  他們沒有提到自由
[00:11:00.080 --> 00:11:02.080]  這是同化政策
[00:11:02.080 --> 00:11:05.080]  第二個就是強迫遷移的政策
[00:11:05.080 --> 00:11:11.080]  當地區的主權被亞洲帝國以武力得取之後
[00:11:11.080 --> 00:11:16.080]  那些地區的人會被強迫遷移到第二個地方
[00:11:16.080 --> 00:11:18.080]  為什麼要這樣做
[00:11:18.080 --> 00:11:21.080]  當他們去到第二個地方居住的時候
[00:11:21.080 --> 00:11:23.080]  他們就不可能反抗了
[00:11:23.080 --> 00:11:27.080]  這就是他們做這個政策的目的
[00:11:27.080 --> 00:11:30.080]  因為這個政策的緣故
[00:11:30.080 --> 00:11:34.080]  在之前722年的時候
[00:11:34.080 --> 00:11:37.080]  以色列的八國都因為同樣的緣故
[00:11:37.080 --> 00:11:41.080]  他們的首都沙馬尼亞被亞洲攻陷之後
[00:11:41.080 --> 00:11:45.080]  該地區的人就不去到第二個地方居住
[00:11:45.080 --> 00:11:46.080]  沒有反抗的可能
[00:11:46.080 --> 00:11:48.080]  所以對於約拿
[00:11:48.080 --> 00:11:51.080]  當他聽到神要差派他去到里尼維城
[00:11:51.080 --> 00:11:53.080]  去傳福音給他們的時候
[00:11:53.080 --> 00:11:56.080]  約拿肯定是他的心是不開心的
[00:11:56.080 --> 00:11:58.080]  很討厭的
[00:11:58.080 --> 00:11:59.080]  很痛的
